name,cloneOf,description
mschamps,19447,Ms. Pacman Champion Edition / Super Zola-Puc Gal
mscoutm,,Mahjong Scout Man (Japan)
msgogo,,Mouse Shooter GoGo
msgundam,,Mobile Suit Gundam
msgundam1,19402,Mobile Suit Gundam (Japan)
msh,,Marvel Super Heroes (Euro 951024)
msha,19404,Marvel Super Heroes (Asia 951024)
mshb,19404,Marvel Super Heroes (Brazil 951117)
msheartb,19447,Ms. Pac-Man Heart Burn
mshh,19404,Marvel Super Heroes (Hispanic 951117)
mshj,19404,Marvel Super Heroes (Japan 951117)
mshjr1,19404,Marvel Super Heroes (Japan 951024)
mshu,19404,Marvel Super Heroes (USA 951024)
mshud,19404,Marvel Super Heroes (US 951024 Phoenix Edition) (bootleg)
mshuttle,,Moon Shuttle (US? set 1)
mshuttle2,19413,Moon Shuttle (US? set 2)
mshuttlej,19413,Moon Shuttle (Japan set 1)
mshuttlej2,19413,Moon Shuttle (Japan set 2)
mshvsf,,Marvel Super Heroes Vs. Street Fighter (Euro 970625)
mshvsfa,19417,Marvel Super Heroes Vs. Street Fighter (Asia 970625)
mshvsfa1,19417,Marvel Super Heroes Vs. Street Fighter (Asia 970620)
mshvsfb,19417,Marvel Super Heroes Vs. Street Fighter (Brazil 970827)
mshvsfb1,19417,Marvel Super Heroes Vs. Street Fighter (Brazil 970625)
mshvsfh,19417,Marvel Super Heroes Vs. Street Fighter (Hispanic 970625)
mshvsfj,19417,Marvel Super Heroes Vs. Street Fighter (Japan 970707)
mshvsfj1,19417,Marvel Super Heroes Vs. Street Fighter (Japan 970702)
mshvsfj2,19417,Marvel Super Heroes Vs. Street Fighter (Japan 970625)
mshvsfu,19417,Marvel Super Heroes Vs. Street Fighter (USA 970827)
mshvsfu1,19417,Marvel Super Heroes Vs. Street Fighter (USA 970625)
mshvsfu1d,19417,Marvel Super Heroes Vs. Street Fighter (USA 970625 Phoenix Edition) (bootleg)
msisaac,,Metal Soldier Isaac II
msjiken,,Mahjong Satsujin Jiken (Japan 881017)
mskitty,1004,"Miss Kitty (10216611, NSW/ACT)"
mslider,,Monster Slider (Japan)
mslug,19805,Metal Slug - Super Vehicle-001
mslug2,19805,Metal Slug 2 - Super Vehicle-001/II (NGM-2410 ~ NGH-2410)
mslug3,19805,Metal Slug 3 (NGM-2560)
mslug3b6,0,Metal Slug 6 (Metal Slug 3 bootleg)
mslug3h,0,Metal Slug 3 (NGH-2560)
mslug4,19805,Metal Slug 4 (NGM-2630)
mslug4h,0,Metal Slug 4 (NGH-2630)
mslug5,19805,Metal Slug 5 (NGM-2680)
mslug5h,0,Metal Slug 5 (NGH-2680)
mslug6,1413,Metal Slug 6
mslugx,19805,Metal Slug X - Super Vehicle-001 (NGM-2500 ~ NGH-2500)
mspacii,19447,Ms. Pac-Man II (Orca bootleg set 1)
mspacii2,19447,Ms. Pac-Man II (Orca bootleg set 2)
mspacmab,19447,Ms. Pac-Man (bootleg)
mspacman,,Ms. Pac-Man
mspacmanbcc,19447,Come-Cocos (Ms. Pac-Man) ('Made in Greece' Tecnausa bootleg)
mspacmanbg,19447,Ms. Pac-Man ('Made in Greece' bootleg)
mspacmanbgd,19447,Miss Pukman ('Made in Greece' Datamat bootleg)
mspacmanbhe,19447,Come-Cocos (Ms. Pac-Man) ('Made in Greece' Herle SA bootleg)
mspacmanblt,19447,Come-Cocos (Ms. Pac-Man) ('Made in Greece' Triunvi bootleg)
mspacmancr,19447,Ms. Pac-Man (bootleg on Crush Roller Hardware)
mspacmat,19447,Ms. Pac Attack
mspacmbe,19447,"Ms. Pac-Man (bootleg, encrypted)"
mspacmnf,19447,Ms. Pac-Man (speedup hack)
mspacpls,19447,Ms. Pac-Man Plus
mspuzzle,,Miss Puzzle
mspuzzleg,7477,Miss Puzzle (Clone of Gumbo)
mspuzzlen,19458,Miss Puzzle (Nudes)
mstadium,2091,Main Stadium (Japan)
mstation,,MailStation
msthawk,,Star Hawk (Mattel)
mstworld,,Monsters World (bootleg of Super Pang)
msword,,Magic Sword: Heroic Fantasy (World 900725)
mswordj,19465,Magic Sword: Heroic Fantasy (Japan 900623)
mswordr1,19465,Magic Sword: Heroic Fantasy (World 900623)
mswordu,19465,Magic Sword: Heroic Fantasy (USA 900725)
mt32,,MT32
mt735,,MT735
mt_aftrb,18790,"After Burner (Mega-Tech, SMS based)"
mt_arrow,18790,Arrow Flash (Mega-Tech)
mt_astrm,18790,Alien Storm (Mega-Tech)
mt_astro,18790,"Astro Warrior (Mega-Tech, SMS based)"
mt_asyn,18790,"Alien Syndrome (Mega-Tech, SMS based)"
mt_bbros,18790,Bonanza Bros. (Mega-Tech)
mt_beast,18790,Altered Beast (Mega-Tech)
mt_calga,18790,California Games (Mega-Tech)
mt_cols,18790,Columns (Mega-Tech)
mt_crack,18790,Crack Down (Mega-Tech)
mt_eswat,18790,Cyber Police ESWAT: Enhanced Special Weapons and Tactics (Mega-Tech)
mt_fshrk,18790,Fire Shark (Mega-Tech)
mt_fwrld,18790,Forgotten Worlds (Mega-Tech)
mt_fz,18790,"Fantasy Zone (Mega-Tech, SMS based)"
mt_gaxe,18790,Golden Axe (Mega-Tech)
mt_gaxe2,18790,Golden Axe II (Mega-Tech)
mt_gfoot,18790,"Great Football (Mega-Tech, SMS based)"
mt_ggolf,18790,"Great Golf (Mega-Tech, SMS based)"
mt_gng,18790,Ghouls'n Ghosts (Mega-Tech)
mt_gsocr,18790,"Great Soccer (Mega-Tech, SMS based)"
mt_kcham,18790,Kid Chameleon (Mega-Tech)
mt_lastb,18790,Last Battle (Mega-Tech)
mt_mlh,18790,Mario Lemieux Hockey (Mega-Tech)
mt_mwalk,18790,Michael Jackson's Moonwalker (Mega-Tech)
mt_mystd,18790,Mystic Defender (Mega-Tech)
mt_orun,18790,"Out Run (Mega-Tech, SMS based)"
mt_parlg,18790,"Parlour Games (Mega-Tech, SMS based)"
mt_revsh,18790,The Revenge of Shinobi (Mega-Tech)
mt_shado,18790,Shadow Dancer (Mega-Tech)
mt_shang,18790,Super Hang-On (Mega-Tech)
mt_shar2,18790,Space Harrier II (Mega-Tech)
mt_shnbi,18790,"Shinobi (Mega-Tech, SMS based)"
mt_smgp,18790,Super Monaco GP (Mega-Tech)
mt_soni2,18790,Sonic The Hedgehog 2 (Mega-Tech)
mt_sonia,0,"Sonic The Hedgehog (Mega-Tech, set 2)"
mt_sonic,18790,"Sonic The Hedgehog (Mega-Tech, set 1)"
mt_spman,18790,Spider-Man vs The Kingpin (Mega-Tech)
mt_srage,18790,Streets of Rage (Mega-Tech)
mt_srbb,18790,Super Real Basketball (Mega-Tech)
mt_stbld,18790,Super Thunder Blade (Mega-Tech)
mt_stf,18790,Joe Montana II: Sports Talk Football (Mega-Tech)
mt_tetri,18790,Tetris (Mega-Tech)
mt_tfor2,18790,Thunder Force II MD (Mega-Tech)
mt_tgolf,18790,Arnold Palmer Tournament Golf (Mega-Tech)
mt_tlbba,18790,Tommy Lasorda Baseball (Mega-Tech)
mt_tout,18790,Turbo Outrun (Mega-Tech)
mt_wcsoc,18790,World Championship Soccer (Mega-Tech)
mt_wwar,18790,Wrestle War (Mega-Tech)
mtburn,,Money To Burn (Russian)
mtc9016,30761,9016 Telespiel Computer (Germany)
mtetrisc,676,Magical Tetris Challenge (981009 Japan)
mtjpoker,,Merit Touch Joker Poker (9132-00)
mtkob2,19695,Mushiking The King Of Beetle 2K3 2nd
mtlchamp,,Martial Champion (ver EAB)
mtlchamp1,19524,Martial Champion (ver EAA)
mtlchampa,19524,Martial Champion (ver AAA)
mtlchampj,19524,Martial Champion (ver JAA)
mtlchampu,19524,Martial Champion (ver UAE)
mtlchampu1,19524,Martial Champion (ver UAD)
mtrain,,Magic Train (Ver. 1.31)
mtrainnv,19530,Magic Train (Clear NVRAM ROM?)
mtrap,,Mouse Trap (version 5)
mtrap3,19532,Mouse Trap (version 3)
mtrap4,19532,Mouse Trap (version 4)
mtrapb,19532,Mouse Trap (bootleg)
mtreenz,1003,Money Tree (NZ)
mtwins,,Mega Twins (World 900619)
mtx500,19539,MTX 500
mtx512,,MTX 512
mu100,,MU100
mu100r,19540,MU100 Rackable version
mugsmash,,Mug Smashers
multchmp,,"Multi Champ (World, ver. 2.5)"
multchmpa,19543,"Multi Champ (World, older)"
multchmpk,19543,"Multi Champ (Korea, older)"
multi16,,Multi 16
multi8,,Multi 8
multi96,32026,Multi Game '96 (Italy)
multigam,,Multi Game (set 1)
multigm2,,Multi Game 2
multigm3,,Multi Game III
multigmb,19549,Multi Game (set 2)
multigmt,,Multi Game (Tung Sheng Electronics)
multiped,,Multipede (Centipede/Millipede multigame kit)
multiwin,,"Multi Win (Ver.0167, encrypted)"
multmega,2629,"Multi-Mega (Europe, PAL)"
mundial,,Mundial 90
murogem,,Muroge Monaco (set 1)
murogema,19558,Muroge Monaco (set 2)
murogemb,19558,Muroge Monaco (set 3)
murogmbl,19558,Muroge Monaco (bootleg?)
mushi2eo,0,MushiKing II - The King Of Beetle II ENG (Ver. 1.001)
mushi2k5,19695,Mushiking The King Of Beetle 2K5 1st
mushik2e,19695,MushiKing II - The King Of Beetle II ENG (Ver. 2.001)
mushisam,,Mushihime-Sama (2004/10/12.MASTER VER.)
mushisama,19565,Mushihime-Sama (2004/10/12 MASTER VER.)
mushisamb,19565,Mushihime-Sama (2004/10/12 MASTER VER)
mushitam,,Puzzle! Mushihime-Tama (2005/09/09.MASTER VER)
mushitama,19568,Puzzle! Mushihime-Tama (2005/09/09 MASTER VER)
mushmagi,,Mushroom Magic (Russia) (Atronic)
musicbal,,Music Ball
musicsrt,,"Music Sort (ver 2.02, English)"
musobana,,Musoubana (Japan)
mustache,,Mustache Boy
mustang,,US AAF Mustang (25th May. 1990)
mustangb,19575,US AAF Mustang (bootleg)
mustangb2,19575,US AAF Mustang (TAB Austria bootleg)
mustangs,19575,US AAF Mustang (25th May. 1990 / Seoul Trading)
mutantf,,Mutant Fighter (World ver EM-5)
mutantf2,19579,Mutant Fighter (World ver EM-2)
mutantf3,19579,Mutant Fighter (World ver EM-3)
mutantf4,19579,Mutant Fighter (World ver EM-4)
mutnat,19805,Mutation Nation (NGM-014 ~ NGH-014)
mv1bon,,"Believe It Or Not (Maygay, MV1 Video)"
mv1cpc,,"Caesar's Palace Club (Maygay, MV1 Video, set 1)"
mv1cpca,19585,"Caesar's Palace Club (Maygay, MV1 Video, set 2)"
mv1cpcb,19585,"Caesar's Palace Club (Maygay, MV1 Video, set 3)"
mv1cwq,,"Crossword Quiz (Maygay, MV1 Video, set 1)"
mv1cwqa,19588,"Crossword Quiz (Maygay, MV1 Video, set 2)"
mv1guac,,"Give Us A Clue (Maygay, MV1 Video, set 1)"
mv1guaca,19590,"Give Us A Clue (Maygay, MV1 Video, set 2)"
mv1sfx,,"Special Effects (Maygay, MV1 Video, set 1)"
mv1sfx2,,"Special Effects V2 (Maygay, MV1 Video)"
mv1sfxa,19592,"Special Effects (Maygay, MV1 Video, set 2)"
mv1wc,,"World Cup (Maygay, MV1 Video)"
mv4in1,10884,Mini Vegas 4in1
mvbfree,,Mini-Vid Break Free
mvme147,,MVME-147
mvme350,,MVME-350
mvp,,"MVP (set 2, US) (FD1094 317-0143)"
mvpd,19600,"MVP (set 2, US) (bootleg of FD1094 317-0143 set)"
mvpj,19600,"MVP (set 1, Japan) (FD1094 317-0142)"
mvpjd,19600,"MVP (set 1, Japan) (bootleg of FD1094 317-0142 set)"
mvsc,,Marvel Vs. Capcom: Clash of Super Heroes (Euro 980123)
mvsc2,19695,"Marvel Vs. Capcom 2 New Age of Heroes (Export, Rev A)"
mvsca,19604,Marvel Vs. Capcom: Clash of Super Heroes (Asia 980123)
mvscar1,19604,Marvel Vs. Capcom: Clash of Super Heroes (Asia 980112)
mvscb,19604,Marvel Vs. Capcom: Clash of Super Heroes (Brazil 980123)
mvsch,19604,Marvel Vs. Capcom: Clash of Super Heroes (Hispanic 980123)
mvscj,19604,Marvel Vs. Capcom: Clash of Super Heroes (Japan 980123)
mvscjr1,19604,Marvel Vs. Capcom: Clash of Super Heroes (Japan 980112)
mvscjsing,19604,Marvel Vs. Capcom: Clash of Super Heroes (Japan 980123) (Single PCB)
mvscr1,19604,Marvel Vs. Capcom: Clash of Super Heroes (Euro 980112)
mvscu,19604,Marvel Vs. Capcom: Clash of Super Heroes (USA 980123)
mvscud,19604,Marvel Vs. Capcom: Clash of Super Heroes (USA 980123 Phoenix Edition) (bootleg)
mvscur1,19604,Marvel Vs. Capcom: Clash of Super Heroes (USA 971222)
mwalk,,Michael Jackson's Moonwalker (World) (FD1094/8751 317-0159)
mwalkbl,19617,Michael Jackson's Moonwalker (bootleg)
mwalkd,19617,Michael Jackson's Moonwalker (World) (bootleg of FD1094/8751 317-0159)
mwalkj,19617,Michael Jackson's Moonwalker (Japan) (FD1094/8751 317-0157)
mwalkjd,19617,Michael Jackson's Moonwalker (Japan) (bootleg of FD1094/8751 317-0157 set)
mwalku,19617,Michael Jackson's Moonwalker (US) (FD1094/8751 317-0158)
mwalkud,19617,Michael Jackson's Moonwalker (US) (bootleg of FD1094/8751 317-0158)
mwarr,,Mighty Warriors
mwcbaseb,,World Championship Baseball
mwskins,,Skins Game (1.06)
mwskinsa,19626,"Skins Game (1.06, alt)"
mwskinso,19626,Skins Game (1.04)
mx10,,MX-10 (MSX1)
mx101,19629,MX-101 (MSX1)
mx15,19629,MX-15 (MSX1)
mx1600,2971,MX-1600
mx2178,,Memorex 2178
mx5000,,MX5000
mx64,,MX64 (MSX1)
myangel,,Kosodate Quiz My Angel (Japan)
myangel2,,Kosodate Quiz My Angel 2 (Japan)
myangel3,,"Kosodate Quiz My Angel 3 (Japan, KQT1/VER.A)"
myb3k,,MyBrain 3000
mycom,,MYCOMZ-80A
myfairld,30775,Virtual Mahjong 2 - My Fair Lady (J 980608 V1.000)
myhero,,"My Hero (US, not encrypted)"
myherobl,19642,"My Hero (bootleg, 315-5132 encryption)"
myherok,19642,My Hero (Korea)
myqbert,22111,Mello Yello Q*bert
mystarr,1004,"Mystic Arrow (0151009, US)"
mystcast,,Mystery Castle
mystcasta,19647,Mystery Castle (alternate set)
mysteycm,1004,"Mystic Eyes - Mr. Cashman (10008111, NSW/ACT)"
mysteyec,1004,"Mystic Eyes - Mr. Cashman (0251024, US)"
mystgrd,1003,Mystic Garden
mystic,,Mystic
mysticm,,Mystic Marathon
mysticmp,19653,Mystic Marathon (prototype)
mysticri,,Mystic Riders (World)
mysticrib,19655,Mystic Riders (bootleg?)
mystmerm,1004,"Mystic Mermaid (1J008711, NSW/ACT)"
myststar,,Mystic Star
mystston,,Mysterious Stones - Dr. John's Adventure
myststono,19659,Mysterious Stones - Dr. Kick in Adventure
myststonoi,19659,Mysterious Stones - Dr. Kick in Adventure (Itisa PCB)
mystwarr,,Mystic Warriors (ver EAA)
mystwarra,19662,Mystic Warriors (ver AAB)
mystwarraa,19662,Mystic Warriors (ver AAA)
mystwarrj,19662,Mystic Warriors (ver JAA)
mystwarru,19662,Mystic Warriors (ver UAA)
myvision,,My Vision (KH-1000)
mz1500,,MZ-1500
mz2000,19679,MZ-2000
mz2200,19679,MZ-2200
mz2500,,MZ-2500
mz2520,19671,MZ-2520
mz3500,,MZ-3500
mz6500,,MZ-6500
mz700,,MZ-700
mz700j,19675,MZ-700 (Japan)
mz800,,MZ-800
mz80a,,MZ-80A
mz80b,,MZ-80B
mz80k,19681,MZ-80K
mz80kj,,MZ-80K (Japanese)
mzr8105,,Mizar VME8105
n64,,Nintendo 64
n64dd,19683,Nintendo 64DD
nagano98,10414,Nagano Winter Olympics '98 (GX720 EAA)
naganoj,0,Hyper Olympic in Nagano (GX720 JAA)
nam1975,19805,NAM-1975 (NGM-001 ~ NGH-001)
namcostr,,Namco Stars
nameclub,30775,Name Club (J 960315 V1.000)
nametune,,Name That Tune (set 1)
nametune2,19690,Name That Tune (3/23/86)
naname,,Naname de Magic! (Japan)
nano,31580,OSCOM Nano
nanos,,NANOS
naomi,,Naomi Bios
naomi2,,Naomi 2 Bios
naomigd,,Naomi GD-ROM Bios
narc,,Narc (rev 7.00)
narc2,19698,Narc (rev 2.00)
narc3,19698,Narc (rev 3.20)
nascar,,Nascar (4.50)
nascar_301,19701,Nascar (3.01)
nascar_340,19701,Nascar (3.40)
nascar_350,19701,Nascar (3.50)
nascar_352,19701,Nascar (3.52)
nascar_400,19701,Nascar (4.00)
nascarl,,Nascar (4.50 Spain)
nascarl_301,19707,Nascar (3.01 Spain)
nascarl_340,19707,Nascar (3.40 Spain)
nascarl_350,19707,Nascar (3.50 Spain)
nascarl_352,19707,Nascar (3.52 Spain)
nascarl_400,19707,Nascar (4.00 Spain)
nascom1,,Nascom 1
nascom2,,Nascom 2
nascom2c,19714,Nascom 2 (CP/M)
nastar,,Nastar (World)
nastarw,19716,Nastar Warrior (US)
natodef,,NATO Defense
natodefa,19718,NATO Defense (alternate mazes)
natsuiro,19050,Natsuiro Mahjong (Japan)
naughtyb,,Naughty Boy
naughtyba,19721,Naughty Boy (bootleg)
naughtybc,19721,Naughty Boy (Cinematronics)
nautilus,,Nautilus
navarone,,Navarone
nba_500,19730,NBA v5.00
nba_600,19730,NBA v6.00
nba_700,19730,NBA v7.00
nba_801,19730,NBA v8.01
nba_802,,NBA v8.02
nbaf_11,19738,NBA Fastbreak (1.1)
nbaf_115,19738,NBA Fastbreak (1.15)
nbaf_11a,19738,NBA Fastbreak (1.1 - S2.0)
nbaf_11s,19738,NBA Fastbreak (1.1 - S0.4)
nbaf_21,19738,NBA Fastbreak (2.1)
nbaf_22,19738,NBA Fastbreak (2.2)
nbaf_23,19738,NBA Fastbreak (2.3)
nbaf_31,,NBA Fastbreak (3.1 - S3.0)
nbaf_31a,19738,NBA Fastbreak (3.1 - S1.0)
nbagold,,NBA Showtime Gold / NFL Blitz 2000 (ver 3.0) (Sports Station?)
nbahangt,,NBA Hangtime (rev L1.1 04/16/96)
nbajam,,NBA Jam (rev 3.01 04/07/93)
nbajamex,317,NBA Jam Extreme
nbajamr1,19742,NBA Jam (rev 1.00 02/1/93)
nbajamr2,19742,NBA Jam (rev 2.00 02/10/93)
nbajamte,,NBA Jam TE (rev 4.0 03/23/94)
nbajamte1,19746,NBA Jam TE (rev 1.0 01/17/94)
nbajamte2,19746,NBA Jam TE (rev 2.0 01/28/94)
nbajamte3,19746,NBA Jam TE (rev 3.0 03/04/94)
nbajamten,19746,"NBA Jam T.E. Nani Edition (rev 5.2 8/11/95, prototype)"
nbamht,19741,NBA Maximum Hangtime (rev 1.03 06/09/97)
nbamht1,19741,NBA Maximum Hangtime (rev 1.0 11/08/96)
nbanfl,,NBA Showtime / NFL Blitz 2000 (ver 2.1)
nbapbp,,NBA Play By Play
nbashowt,,NBA Showtime: NBA on NBC (ver 2.0)
nbbatman,,Ninja Baseball Bat Man (World)
nbbatman2bl,19756,Ninja Baseball Bat Man II (bootleg)
nbbatmanu,19756,Ninja Baseball Bat Man (US)
nc100,,NC100
nc150,19759,NC150
nc200,,NC200
nc96,,"New Cherry '96 Special Edition (v3.63, C1 PCB)"
nc96a,19762,"New Cherry '96 Special Edition (v3.62, C1 PCB)"
nc96b,19762,"New Cherry '96 Special Edition (v3.61, C1 PCB)"
nc96c,19762,"New Cherry '96 Special Edition (v3.54, D PCB)"
nc96d,19762,"New Cherry '96 Special Edition (v3.53, D PCB)"
nc96e,19762,"New Cherry '96 Special Edition (v3.40, D PCB)"
nc96f,19762,"New Cherry '96 Special Edition (v3.62, DK PCB)"
nc96txt,19762,"New Cherry '96 Special Edition (v1.32 Texas XT, C2 PCB)"
ncb3,,"Cherry Bonus III (ver.1.40, set 1)"
nclubv2,30775,Name Club Ver.2 (J 960315 V1.000)
nclubv3,30775,Name Club Ver.3 (J 970723 V1.000)
ncombat,19805,Ninja Combat (NGM-009)
ncombath,0,Ninja Combat (NGH-009)
ncommand,19805,Ninja Commando
ncrpc4i,8228,PC4i
ncv1,,Namco Classic Collection Vol.1
ncv1j,19777,"Namco Classic Collection Vol.1 (Japan, v1.00)"
ncv1j2,19777,"Namco Classic Collection Vol.1 (Japan, v1.03)"
ncv2,,Namco Classic Collection Vol.2
ncv2j,19780,Namco Classic Collection Vol.2 (Japan)
nd80z,31541,ND-80Z
ndcfboxa,19697,Naomi DIMM Firmware Update for CF-BOX (Rev A) (GDS-0042A)
ndxron10,,Royal on Ten (Noraut Deluxe hack)
neat,8232,"NEAT (VGA, MF2 Keyboard)"
nebulray,,"Nebulas Ray (World, NR2)"
nebulrayj,19786,"Nebulas Ray (Japan, NR1)"
neckneck,,Neck-n-Neck (v1.2)
nectk85,31541,TK-85
neiva,10431,PK8020 Neiva
nekkyoku,,Rettou Juudan Nekkyoku Janshi - Higashi Nippon Hen (Japan)
nemesis,,Nemesis (ROM version)
nemesisp,,Nemesis
nemesisuk,19792,"Nemesis (World?, ROM version)"
nemo,,Nemo (World 901130)
nemoj,19795,Nemo (Japan 901120)
nemor1,19795,Nemo (World 901109)
neobattl,,SD Gundam Neo Battling (Japan)
neobombe,19805,Neo Bomberman
neocd,19801,Neo-Geo CD
neocdz,,Neo-Geo CDZ (US)
neocdzj,19801,Neo-Geo CDZ (Japan)
neocup98,19805,Neo-Geo Cup '98 - The Road to the Victory
neodrift,19805,Neo Drift Out - New Technology
neogeo,,Neo-Geo
neomrdo,19805,Neo Mr. Do!
neoprint,,Neo Print (Japan) (T2d)
neptunp2,,Neptune's Pearls 2
neraidou,,Neraidoula (Fairy Butterfly)
nerdwild,1004,"Nerds Gone Wild (10197311, NSW/ACT)"
neruton,,"Mahjong Neruton Haikujiradan (Japan, Rev. B?)"
nerutona,19811,"Mahjong Neruton Haikujiradan (Japan, Rev. A?)"
nes,,Nintendo Entertainment System / Famicom (NTSC)
nespal,19813,Nintendo Entertainment System (PAL)
netchu02,31029,Netchuu Pro Yakyuu 2002 (NPY1 Ver. A)
netmerc,,NetMerc?
nettoqc,,Nettoh Quiz Champion (Japan)
netwars,,Net Wars
nevada,,VLC Nevada
new2001,,"New 2001 (Italy, Ver. 2.00N)"
newapunk,1628,New Atomic Punk - Global Quest (US)
newbrain,,NewBrain AD
newbraina,19822,NewBrain A
newbrainmd,19822,NewBrain MD
newdixie,,New Dixieland (Bingo)
newfant,,New Fantasia (1995 copyright)
newfanta,19826,New Fantasia (1994 copyright)
newhilop,,New Hi-Low Poker
newmcard,,New Magic Card
newpuc2,21998,Newpuc2 (set 1)
newpuc2b,21998,Newpuc2 (set 2)
newpuckx,21998,New Puck-X
news,,News (set 1)
newsa,19833,News (set 2)
newsin7,,New Sinbad 7 (set 1)
newsin7a,19835,New Sinbad 7 (set 2)
newtangl,31857,New Tropical Angel
newufo,,New UFO Catcher (standard)
newufo_nfl,19838,New UFO Catcher (Team NFL)
newufo_sonic,19838,New UFO Catcher (Sonic The Hedgehog)
newufo_xmas,19838,New UFO Catcher (Christmas season ROM kit)
newwave,1851,New Wave
next,,NeXT Cube
nextct,19850,NeXT Cube turbo
nextctc,19850,NeXT Cube turbo color
nextfase,21247,Next Fase (bootleg of Phoenix)
nexts,,NeXTstation
nexts2,19847,NeXTstation (X15 variant)
nextsc,19847,NeXTstation color
nextst,,NeXTstation turbo
nextstc,19850,NeXTstation turbo color
nf_10,19857,No Fear: Dangerous Sports (1.0)
nf_20,19857,No Fear: Dangerous Sports (2.0)
nf_22,19857,No Fear: Dangerous Sports (2.2)
nf_23,19857,No Fear: Dangerous Sports (2.3)
nf_23f,19857,No Fear: Dangerous Sports (2.3F)
nf_23x,,No Fear: Dangerous Sports (2.3X)
nfb96,,"New Fruit Bonus '96 Special Edition (v3.63, C1 PCB)"
nfb96a,19858,"New Fruit Bonus '96 Special Edition (v3.62, C1 PCB)"
nfb96b,19858,"New Fruit Bonus '96 Special Edition (v3.54, D PCB)"
nfb96c,19858,"New Fruit Bonus '96 Special Edition (v3.62, DK PCB)"
nfb96se,19858,"New Fruit Bonus '96 Special Edition (bootleg set 1, v97-3.3c Portuguese)"
nfb96sea,19858,"New Fruit Bonus '96 Special Edition (bootleg set 2, v97-3.3c English)"
nfb96seb,19858,"New Fruit Bonus '96 Special Edition (bootleg set 3, v97-3.3c Portuguese)"
nfb96txt,19858,"New Fruit Bonus '96 Special Edition (v1.22 Texas XT, C2 PCB)"
nfl,,NFL
nflclsfb,,"NFL Classic Football (US, NCF3 Ver.A.)"
nflfoot,,NFL Football
nfm,,New Fruit Machine (Ming-Yang Electronic)
nfsug,,Need For Speed: Underground Install (2 Discs) (v1.1)
ngalsumr,,Night Gal Summer (Japan 850702 NGS 0-01)
ngbc,1413,NeoGeo Battle Coliseum
ngbcj,0,NeoGeo Battle Coliseum (Japan)
ngdup23a,19697,Naomi DIMM Firmware Updater (Rev A) (GDS-0023A)
ngdup23c,19697,Naomi DIMM Firmware Updater (Rev C) (GDS-0023C)
ngdup23e,19697,Naomi DIMM Firmware Updater (Rev E) (GDS-0023E)
ngen,,NGEN CP-001
ngenb38,19877,B28/38
ngg_10,19880,No Good Gofers (1.0)
ngg_13,,No Good Gofers (1.3)
ngg_p06,19880,No Good Gofers (p0.6)
ngndshkr,,Nitro Ground Shaker
ngold,21692,"Jack Potten's Poker (NGold, set 1)"
ngolda,21692,"Jack Potten's Poker (NGold, set 2)"
ngoldb,21692,"Jack Potten's Poker (NGold, set 3)"
ngp,,NeoGeo Pocket
ngpc,19886,NeoGeo Pocket Color
ngpgal,,Nekketsu Grand-Prix Gal (Japan)
ngtbunny,,Night Bunny (Japan 840601 MRN 2-10)
nhidctch,,New Hidden Catch (World) / New Tul Lin Gu Lim Chat Ki '98 (Korea) (pcb ver 3.02)
nibbler,,Nibbler (rev 9)
nibbler6,19891,Nibbler (rev 6)
nibbler8,19891,Nibbler (rev 8)
nibblero,19891,Nibbler (Olympia - rev 8)
nibblerp,19891,Nibbler (Pioneer Balloon conversion)
nightgal,,Night Gal (Japan 840920 AG 1-00)
nightlov,,Night Love (Japan 860705)
nightr20,19900,Night Rider (rev. 20)
nightrai,31088,Night Raid (V2.03J)
nightrdr,,Night Rider (rev. 21)
nightstr,,Night Striker (World)
nightstrj,19901,Night Striker (Japan)
nightstru,19901,Night Striker (US)
nimbus,,Nimbus
ninclown,,Ninja Clowns (08/27/91)
nineball,,Nine Ball
ninja,28748,Ninja (315-5102)
ninjak,,The Ninja Kids (World)
ninjakd2,,Ninja-Kid II / NinjaKun Ashura no Shou (set 1)
ninjakd2a,19909,"Ninja-Kid II / NinjaKun Ashura no Shou (set 2, bootleg?)"
ninjakd2b,19909,"Ninja-Kid II / NinjaKun Ashura no Shou (set 3, bootleg?)"
ninjakd2c,19909,Ninja-Kid II / NinjaKun Ashura no Shou (set 4)
ninjakj,19908,The Ninja Kids (Japan)
ninjaku,19908,The Ninja Kids (US)
ninjakun,,Ninjakun Majou no Bouken
ninjamas,19805,Ninja Master's - Haoh-ninpo-cho
ninjaslt,19695,"Ninja Assault (World, NJA4 Ver.A)"
ninjaslta,0,"Ninja Assault (Asia, NJA2 Ver.A)"
ninjasltj,0,"Ninja Assault (Japan, NJA1 Ver.A)"
ninjasltu,0,"Ninja Assault (US, NJA3 Ver.A)"
ninjaw,,The Ninja Warriors (World)
ninjawj,19921,The Ninja Warriors (Japan)
ninjawu,19921,The Ninja Warriors (US)
ninjemak,,Ninja Emaki (US)
nitd,19805,Nightmare in the Dark
nitdbl,0,Nightmare in the Dark (bootleg)
nitedrvr,,Night Driver
nitrobal,,"Nitro Ball (World, set 1)"
nitrobala,19928,"Nitro Ball (World, set 2)"
niyanpai,,Niyanpai (Japan)
nkdodge,30209,Nekketsu Koukou Dodgeball Bu (Japan)
nkdodgeb,30209,"Nekketsu Koukou Dodgeball Bu (Japan, bootleg)"
